Row Number,Average Rule Length
2,"3,0"
3,"3,0"
7,"5,0"
8,"7,0"
9,"3,0"
10,"3,0"
11,"3,0"
14,"4,0"
15,"3,0"
16,"3,0"
19,"3,0"
20,"4,0"
21,"4,0"
22,"3,0"
23,"4,0"
24,"3,0"
27,"3,0"
32,"3,0"
36,"6,0"
37,"6,0"
38,"3,0"
39,"3,0"
40,"3,0"
41,"3,0"
42,"6,0"
50,"3,0"
51,"4,0"
53,"3,0"
54,"3,0"
55,"3,0"
56,"3,0"
57,"5,0"
60,"5,0"
61,"3,0"
62,"3,0"
64,"5,0"
67,"3,0"
69,"3,0"
70,"3,0"
71,"3,0"
72,"3,0"
75,"4,0"
78,"3,0"
80,"5,0"
83,"4,0"
84,"3,0"
85,"5,0"
88,"3,0"
92,"3,0"
93,"3,0"
94,"3,0"
96,"4,0"
98,"3,0"
99,"3,0"
100,"7,0"
103,"3,0"
104,"4,0"
105,"3,0"
106,"3,0"
108,"3,0"
109,"6,0"
110,"4,0"
111,"5,0"
113,"3,0"
114,"3,0"
115,"3,0"
116,"5,0"
118,"6,0"
123,"3,0"
126,"7,0"
127,"5,0"
128,"4,0"
129,"5,0"
131,"3,0"
132,"3,0"
134,"3,0"
135,"5,0"
138,"3,0"
139,"5,0"
141,"3,0"
142,"6,0"
145,"5,0"
147,"4,0"
148,"5,0"
