Order,top-left-square-x,top-left-square-o,top-left-square-b,top-middle-square-x,top-middle-square-o,top-middle-square-b,top-right-square-x,top-right-square-o,top-right-square-b,middle-left-square-x,middle-left-square-o,middle-left-square-b,middle-middle-square-o,middle-middle-square-b,middle-middle-square-x,middle-right-square-o,middle-right-square-b,middle-right-square-x,bottom-left-square-x,bottom-left-square-o,bottom-left-square-b,bottom-middle-square-o,bottom-middle-square-x,bottom-middle-square-b,bottom-right-square-o,bottom-right-square-x,bottom-right-square-b,class,Rule_Length,Rule
161,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
177,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
186,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
215,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
223,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
267,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
275,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
329,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
335,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
344,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
357,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
365,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
379,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
389,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
404,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
416,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
421,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
442,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
456,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
466,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
471,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
479,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
481,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
483,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
509,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
516,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
546,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
560,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
570,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
575,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
583,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
585,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
587,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
615,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
617,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
619,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
624,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
626,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,positive,4,(middle-middle-square-o > 0) & (bottom-left-square-x > 0) & (bottom-right-square-x > 0) & (bottom-middle-square-x > 0)
